nombre;texto
0679;articuloprimero otorgase el nombre de señora eva duarte a la calle 1ra paralela al sur de avda presidente peron articulosegundo otorgase el nombre de 18 de marzo fecha en la cual se festeja el dia de las telecomunicaciones al pasaje ubicado al sur de avda presidente peron 1ra paralela al norte de calle las higueritas entre aragon y arroyo articulotercero otorgase el nombre de patria al pasaje ubicado perpendicularmente hacia el sur de avda presidente peron hasta calle malvina y aragon articulocuarto otorgase el nombre de madre teresa de calcuta al pasaje perpendicular hacia el sur de avda presidente peron 1er paralelo hacia el oeste de calle arroyo articuloquinto otorgase el nombre de obispo colombres al pasaje perpendicular hacia el sur de avda presidente peron ubicado entre pasaje berutti y arroyo perpendicular hacia el norte de calle las higueritas articulosexto comuniquese copiese y archivese
0677;articuloprimero otorgase el caracter de publicas a las calles denominadas como fraccion destinada a calle en el plano de mensura y division que se tramita mediante expte n 9079m1994 correspondiente a los padrones n 677 621 677 622 y 677 623 articulosegundo otorgase el caracter de publicas a las calles denominadas como espacio destinado para calle en el plano de mensura y division que se tramita mediante expte n 9080m1994 correspondiente al padron n 677 624 articulotercero autorizase al departamento de catastro a aprobar las citadas documentaciones tecnicas articulocuarto comuniquese copiese y archivese
0681;articuloprimero autorizase al departamento ejecutivo municipal a adquirir por compra directa el siguiente equipamiento cuyas descripciones forman parte del anexo i 2 dos camiones nuevos marca internacional modelo 4600 2 dos cajas nuevas recolectorascompactadoras de residuos marca scorza modelo c s 5 articulosegundo se afectara al pago de cuotas de los bienes a adquirirse las cobranzas que inciden sobre la actividad comercial de los siguientes contribuyentes banco noar coop ltda empresa paseo shopping empresa gral balcarce srl castillo s a el sportman drugstore estacion de servicios yerba buena estacion de servicios marcos paz estacion de servicios el cristo articulotercero comuniquese copiese y archivese
0686;articuloprimero fijase en un importe de 1 000 00 un mil pesos el alquiler del predio denominado la olla para su utilizacion en eventos deportivos culturales sociales etc articulosegundo facultase al departamento ejecutivo municipal a eximir del pago dispuesto en el articulo precedente cuando se trate de eventos realizados sin fines de lucro yo con fines beneficos articulotercero la autorizacion para el alquiler del predio denominado la olla debera contar con la previa evaluacion del secretario de obras y servicios publicos de la municipalidad articulocuarto comuniquese copiese y archivese
0682;articuloprimero modifiquese el articulo quinto de la ordenanza n 675 de fecha 280295 el que quedara redactado de la siguiente manera articulo quinto sobre la deuda determinada conforme a lo estatuido por el codigo tributario municipal se aplicara una condonacion total de intereses y actualizacion monetaria conforme a los periodos fiscales que se regularicen lo que sera aplicable tambien a quienes se hayan acogido durante el mes de marzo de 1995 al plan de regularizacion estatuido por la ordenanza n 67595 articulosegundo comuniquese copiese y archivese
0684;articuloprimero facultar al departamento ejecutivo municipal a otorgar a perpetuidad la concesion de terrenos de los cementerios municipales viejo y jardin de esta ciudad fijandose los siguientes importes mausoleo capillas y medias capillas 400 jardineros y nicheros 200 los precios mencionados procedentemente podran ser abonados en dos cuotas iguales y consecutivas articulosegundo la presente ordenanza tendra una vigencia de 30 treinta dias a contar de su publicacion en el boletin oficial municipal articulotercero comuniquese copiese y archivese
0690;articuloprimero aceptase la donacion de una fraccion de terreno de propiedad de villa azucena s a de una superficie de 11 768 74mts2 padron n 678 715 e identificada en el plano de division obrante a fs 02 del expediente n 8439m17vaño 1994 como fraccion n i para la continuacion de las calles a las que se hace mencion en los vistos y considerandos de esta ordenanza articulosegundo facultase al sr intendente municipal a suscribir toda la documentacion necesaria con el proposito de perfeccionar la donacion señalada en el articulo precedente articulotercero comuniquese copiese y archivese
0683;articuloprimero facultase al departamento ejecutivo municipal a percibir con tarjetas de creditos las contribuciones previstas en el codigo tributario municipal articulosegundo comuniquese copiese y archivese
0691;articuloprimero aceptase la donacion de una superficie de terreno de 4 ha 2 506 42mts2 destinadas a calles pasajes y ochavas y la donacion de un terreno destinado a espacio verde de una superficie de 4 772 70mts2 identificada en plano como lote 7 de la manzana k con destino a plaza publica articulosegundo aceptase el actacompromiso propuesta por la cooperativa batalla de tucuman de ejecucion de las obras de infraestructura a su cargo consistentes en la provision de agua potable energia electrica publica y domiciliaria construccion de calzada de cordon cuneta con base estabilizada en un plazo acorde al cronograma propuesto por la cooperativa el que no podra superar los 720 dias contados a partir de la sancion de la presente ordenanza articulotercero aceptase el compromiso asumido por la cooperativa batalla de tucuman de hacer constar en los instrumentos de transferencia de lotes su obligacion de cumplir con la construccion de infraestructuras articulocuarto dejase sin efecto la ordenanza 526 y el decreto de promulgacion nro 051 de fecha 20 de febrero de 1993 articuloquinto facultase al poder ejecutivo municipal a suscribir la documentacion necesaria articulosexto tomen conocimiento las areas pertinentes a sus efectos articuloseptimo comuniquese copiese y archivese
0688;articuloprimero incorporase al codigo de ordenamiento urbano de yerba buena la hoja de zona app1 y que comprende el radio siguiente avda aconquija acera sud entre calles belgrano y anzorena anzorena ambas aceras entre av aconquija y boulevard 9 de julio boulevard 9 de julio acera norte entre anzorena y belgrano belgrano ambas aceras entre boulevard 9 de julio y avda aconquija articulosegundo la hoja de zona app1 tendra las asignaciones siguientes usos permitidos predominante vivienda unifamiliar complementario actividades selectivas densidad 150ha fos 0 5 fot 1 pph 0 5 fot pph 1 retiros para lotes de 49 00mts de largo antigua division de las manzanas 600 00mts de l m y 0 5 l20 de fondo para lotes divididos con anterioridad a esta ordenanza y con largo menor a 4 800 00mts solamente se exige retiro de frente altura maxima 600 00mts de altura a los 600 00mts de retiro de la l m aumentandolo en un angulo de 30 numero de viviendas por parcela se podra construir solo una vivienda por parcela uso complementario actividades selectivas segun los grupos de rubros siguientes grupo 1 restaurante y casa de te con equipamiento maximo y servicio para 40 cuarenta comensales grupo 2 libros antiguos y de arte casa de antigedades objetos de arte filatelia numismatica articulos artesanales grupo 3 libreria con fotocopias oficinas administrativas inmobiliarias agencias de turismo viajes y publicidad estudios profesionales equipos y articulos deportivos grupo 4 salas de conferencias actividades culturales biblioteca local galeria de arte museo usos no permitidos salas velatorias servicios al automotor boites colocacion de letreros que sobresalgan de la l m exhibicion y deposito de cualquier clase de objetos nuevos o usados en aceras juegos mecanicos las actividades selectivas solo se permitiran en los tramos de calles siguientes y de acuerdo con el grupo de rubros en cada caso señalado en avda aconquija entre anzorena y belgrano actividades selectivas 1 2 y 3 la 4 unicamente en predios esquineros en predios frente a la plaza luis f nougues actividades selectivas 1 2 3 y 4 en el resto de app1 actividades selectivas 2 3 y 4 en todos los edificios preservables segun listado art 1 10 c o u cualquier modificacion que se quiera introducir en su morfologia con planos aprobados sera considerada en particular y aprobada por los organismos tecnicos del demcomo asi tambien las demoliciones y ampliaciones articulotercero deroguese todos los articulos de ordenanzas que se contradigan con la presente articulocuarto comuniquese copiese y archivese
0692;articuloprimero apruebase la documentacion tecnica correspondiente a planos de mensura y division del padron nro 675 827 articulosegundo aceptase la donacion de una superficie de terreno de 15 763 74mts2 destinadas a calles pasajes y ochavas y la donacion de espacios comunitarios de 3 385 12mts2 articulotercero comuniquese copiese y archivese
0701;articuloprimero autorizase por el termino de 30 treinta dias a partir de la promulgacion de la presente ordenanza la transferencia de la titularidad de licencia de taxi a todos aquellos que lo requieran y cuyo otorgamiento inicial no hubiere excedido los dos años de antigedad articulosegundo fijase en 1 000 pesos un mil el monto del tributo a abonar por cada transferencia articulotercero notifiquese a las areas pertinentes a sus efectos articulocuarto comuniquese copiese y archivese
0695;articuloprimero modificase el articulo primero de la ordenanza n 681 del 080495 el que quedara redactado de la siguiente autorizase al departamento ejecutivo municipal a adquirir por compra directa el siguiente equipamiento cuyas descripciones tecnicas forman parte del anexo i 2 dos camiones nuevos marca international modelo 4600 2 dos cajas nuevas recolectorascompactadoras de residuos articulosegundo comuniquese copiese y archivese
0702;articuloprimero derogase la ordenanza n 592 del 16121993 articulosegundo apruebase el convenio celebrado con fecha 120995 entre la municipalidad de yerba buena y la direccion pcial de vialidad en virtud de las facultades conferidas por ley n 6620 segun las siguientes clausulas en la ciudad de san miguel de tucuman provincia de tucuman entre la direccion provincial de vialidad con domicilio en calle mendoza n 1 565 de esta ciudad representada en este acto por su administrador ing gustavo eduardo duran en adelante la direccion por una parte y la municipalidad de yerba buena representada por el sr intendente dr domingo mario vera con domicilio en avenida aconquija n 1 991 de esa localidad en adelante la municipalidad por la otra parte y con el proposito de contribuir a una regularizacion y control adecuado del transito urbano tanto vehicular como peatonal haciendo extensivas las normas municipales que rigen a otro tramos de similares caracteristicas tanto poblacionales como productivas en un todo de conformidad a las clausulas que a continuacion se describen acuerdan suscribir el siguiente convenio primera la direccion en virtud de las facultades otorgadas por la ley n 6620 publicada con fecha 03 de febrero de 1995 transfiere a la municipalidad el tramo de la ruta provincial n 338 comprendido entre la progresiva 0000 conocida como rotonda de yerba buena  segunda se deja establecido que la transferencia que por este acto realiza la direccion es a titulo gratuito no comprendiendo ni personal ni equipos la direccion hara entrega a la municipalidad de la suma de 21 750 pesos veintiun mil setecientos cincuenta para que esta realice los trabajos de limpieza y sellado de juntas y arreglo de cunetas empedradas en diversas partes tramo citado en la clausula primera ademas la direccion colocara 150 tn de mezcla asfaltica en calles del municipio que complementan la circulacion de av aconquija tercera la transferencia comprende los terrenos platabandas obras de arte alcantarillas y obras anexas y todo lo adherido el suelo dentro de ruta en los tramos considerados y en el estado en que se encuentran cuarta la municipalidad queda eximida de toda responsabilidad respecto a las obligaciones referidas al tramo que se transfiere que por cualquier causa pudieran existir a cargo de la direccion hasta la firma del presente convenio asumiendo a partir de la firma de este todo tipo de responsabilidad accion yu omision por el tramo que se transfiere quinta forma parte de este convenio el inventario que se adjunta por separado en donde se detallan todos los bienes existentes en el tramo que se transfiere y que por este acto pasan a propiedad de la municipalidad sexta la municipalidad se obliga a gestionar por ante las autoridades administrativas todo lo concerniente a la inscripcion del dominio del tramo que se transfiere quedando facultada para realizar todos los tramites pertinentes sirviendo como base el presente instrumento septima la conservacion restauracion y mejoramiento del tramo de ruta que se transfiere estara a cargo de la municipalidad a partir de la firma del presente convenio octava la municipalidad se compromete a señalizar el tramo en cuestion de tal forma de guardar una afinidad normativa con el resto de las señales existentes garantizando que se adviertan tanto al principio como al final que estos tramos urbanos son intermedios de una ruta provincial de mayor extension se firman 4 cuatro ejemplares del presente documento un original y tres copias carbonicas de total conformidad y a todos los efectos que resulten procedentes en lugar indicado mas arriba a los 12 dias del mes de setiembre del año un mil novecientos noventa y cinco articulotercero comuniquese copiese y archivese
0708;articuloprimero incorporase como articulo n 49 bis de la ordenanza 5311 992 el siguiente seran sancionados con multas de 800 pesos ochocientos a 2000 pesos dos mil los conductores yo propietarios de vehiculos que circularen por este municipio acondicionados externamente en todo o en parte con la apariencia requerida por la reglamentacion para los taxis debidamente autorizados con licencia por el departamento ejecutivo municipal igual sancion se aplicara respecto de los conductorestitulares de yo vehiculos que circularen por este municipio con las apariencias externas generales en todo o en parte requeridas por otros municipios a los taxis debidamente autorizados detectada la infraccion el agente interviniente debera proceder al inmediato secuestro del vehiculo el que sera restituido a su propietario una vez que sea pagada la multa aplicada y se hubieran suprimido las caracteristicas externas que hacian que el automovil aparentara ser un taxi con licencia habilitada sin perjuicio del pago previo de los derechos de acarreo y deposito que se hubiesen generado en el procedimiento en caso de reincidencia las sanciones establecidas se elevaran al doble al triple y asi sucesivamente articulosegundo comuniquese copiese y archivese 
0704;articuloprimero designase con el nombre de lorenzo dominguez a la plaza ubicada en el barrio 250 viviendas de la c g t hacia el oeste de la avda solano vera articulosegundo comuniquese copiese y archivese
0705;articuloprimero crease en el ambito de la municipalidad de yerba buena la junta municipal de nomenclatura urbana como organo no dependiente constituido por hasta 5 cinco miembros voluntarios seleccionados de entre los ciudadanos residentes en la jurisdiccion para que funcione como organo asesor y consultor del gobierno municipal d e m y h c d articulosegundo el dempropondra a este h c d una nomina de hasta 5 cinco ciudadanos que reunan las condiciones de idoneidad probada en alguna area del saber yo profunda vocacion de servicio a la comunidad articulotercero el cargo de integrante de la junta sera desempeñado ad honorem articulocuarto comuniquese copiese y archivese
0707;articuloprimero la municipalidad de yerba buena en lo sucesivo sera la unica responsable de la imposicion de numeros de puertas y su actualizacion dentro de los limites de la ciudad articulosegundo debera exigir el cumplimiento de la ordenanza n 225 febrero de 1987 articulotercero la direccion de catastro fijara los numeros correspondientes a cada puerta en oportunidad de la aprobacion de planos individuales o de loteo la direccion de catastro y edificacion controlara el cumplimiento de la presente ordenanza articulocuarto a partir de la vigencia de la presente ordenanza y dentro de los 60 sesenta dias posteriores se realizara una verificacion de los numeros existentes manteniendo aquellos que estuvieran correctamente colocados yo asignados nueva numeracion cuando corresponda articuloquinto en caso de asignacion de numeros nuevos o cuando no se exhibieran o cuando estuvieran deteriorados se procedera a notificar a los propietarios para que en el plazo de 30 treinta dias procedan al cumplimiento de la presente ordenanza bajo apercibimiento de aplicarse las sanciones previstas en el codigo de faltas y de colocar la numeracion bajo gestion administrativa a su cargo articulosexto los numeros de cada puerta deberan ser colocados en lugares visibles desde la vereda articuloseptimo la direccion de catastro debera mantener actualizada la numeracion y brindara en forma urgente la informacion que puedan requerir sobre este tema los organismos yo reparticiones de este municipio articulooctavo el departamento ejecutivo en un plazo no mayor a 60 sesenta dias a partir de la promulgacion de la presente ordenanza debera reglamentar la misma debiendo prever la alternativa mas conveniente con respecto a la provision y colocacion de numeros domiciliarios articulonoveno derogase toda disposicion que se oponga a la presente articulodecimo comuniquese copiese y archivese
0713;articuloprimero apruebase el proyecto de division unificacion y mensura presentado por el sr helguera geronimo conforme al expte 9175m94 articulosegundo aceptase la donacion de superficies de terrenos consistentes en destinado a plaza publica lote n 8 de la manzana c compuesto de una superficie de 2 256 02mts2 comprendido dentro de las siguientes medidas partiendo del angulo 91 13 34 hasta el punto 24 46 68mts del 24 al 25 6 00mts ochava del 25 al 26 36 47mts del 26 al 27 6 00mts ochava del 27 al angulo de 89 41 19 46 84mts y del ultimo angulo al primero de partida 44 18 lindando al norte calle a abrir al sud zona donada para futura avda san luis al este calle existente concordia prolongacion norte y al oeste con lote n 7 de la misma manzana superficie 1 356 14mts2 para retranqueo calle catamarca superficie 1 292 79mts2 para retranqueo calle concordia prolongacion superficie 1 889 86mts2 para futura avda san luis incluidas las ochavas importan una superficie total de 8 776 01mts2 superficies identificadas en el plano de mensura y division obrante en el expediente n 9175m94 articulotercero facultase al departamento ejecutivo municipal a suscribir la documentacion necesaria para la recepcion de las superficies ofrecidas en donacion articulocuarto comuniquese copiese y archivese
0714;articuloprimero ratificase en todos sus terminos las disposiciones de la ordenanza n 67495 del 060295 en cuanto se autoriza al departamento ejecutivo municipal a contratar un emprestito de 817 244 25 ochocientos diecisiete mil doscientos cuarenta y cuatro con 25100 en los terminos de la ley n 6621 promulgada el 170195 con afectacion a la coparticipacion federal de impuesto articulosegundo comuniquese copiese y archivese
0715;articuloprimero derogase la ordenanza n 70395 por los motivos expresados en los considerandos articulosegundo facultase el departamento ejecutivo municipal a celebrar un nuevo convenio articulotercero comuniquese copiese y archivese
0716;articuloprimero establecese un plan de facilidades de pago para el cumplimiento de las obligaciones tributarias previstas en el codigo tributario municipal y ordenanzas vigentes en materia fiscal articulosegundo el plan dispuesto comprende las deudas emergentes de contribuciones vencidas y no prescriptas actualizadas segun lo dispuesto por el codigo tributario municipal igualmente que dan las disposiciones sobre sanciones aplicadas siempre que correspondan a tributos comprendidos en el presente articulo articulotercero las deudas comprendidas en regimenes de facilidades de pago provenientes del acogimiento a planes oportunamente vigentes o concedidos por la autoridad de aplicacion que conforme normas del codigo tributario municipal se encontraren caducos a la fecha podran cancelarse conforme al regimen que por la presente se dispone previa deduccion de la parte proporcional abonada articulocuarto el plan de pago que por la presente se establece comprende todas las deudas tributarias exteriorizadas o no provenientes de declaraciones juradas y liquidaciones practicadas por los contribuyentes determinaciones de oficio o liquidaciones administrativas se trate de anticipos cuotas o pagos a cuenta incluyendo en todos los casos las actualizaciones e intereses que correspondan segun el codigo tributario municipal las deudas citadas podran regularizarse aun cuando se encuentren en proceso de determinacion administrativa recurridas en sede administrativa o estando firmes se hallaren sometidas a juicio de ejecucion fiscal incluso en las que hubiere recaido sentencia articuloquinto para el ingreso de tributos adeudados y determinados conforme a las disposiciones de los articulos anteriores se dispone el siguiente regimen de pago un anticipo equivalente a la primera cuota y el resto hasta en 4 cuatro cuotas sin intereses un anticipo equivalente a la primera cuota y el resto hasta en 12 doce cuotas con un interes del 1 1 mensual a partir de la sexta cuota dicho interes se aplicara sobre la cuota base y en funcion del numero de las mismas articulosexto las deudas determinadas procedentemente podran abonarse con tarjetas de credito habilitadas a tales efectos segun ordenanza n 683 de fecha 08 de abril de 1995 articuloseptimo solamente se recibiran bonos de consolidacion de deudas para cancelar deudas anteriores a 1991 y hasta el 100 de las mismas articulooctavo en caso de responsables que se hallaren sometidos a juicio de ejecucion fiscal o cuando la deuda se encontrare en curso de discusion administrativa contencioso administrativa o judicial el acogimiento al regimen de la presente norma implicara el allanamiento incondicional y renuncia a todo derecho excepcion o accion incluida la repeticion relativas a la causa y el compromiso de soportar el pago de las cuotas del juicio por su orden cuando no hubiese recaido sentencia de existir sentencia las costas seran soportadas conforme a lo resuelto en la misma el desistimiento debe ser previo al acogimiento y formularse en el expediente o actuacion articulonoveno fijase en pesos treinta 30 el importe minimo de cuota a ingresar en los distintos planos de pago previstos precedentemente articulodecimo quedan excluidos de las disposiciones de la presente ordenanza los agentes de la retencion y percepcion articulodecimoprimero la falta de pago de dos cuotas consecutivas producira de pleno derecho el decaimiento del plan de pago tornandose exigible la totalidad de la deuda incluida en el mismo los pagos efectuados se computaran como pagos a cuenta de la deuda total articulodecimosegundo el departamento ejecutivo municipal queda facultado para dictar las normas reglamentarias necesarias inherentes a la implementacion de la presente ordenanza articulodecimotercero comuniquese copiese y archivese
0709;articuloprimero derogase el art 2do de la ordenanza 296 del 15031988 articulosegundo derogase la ordenanza 439 del 131191 en lo referente a su articulo a su articulo segundo y a su articulo tercero articulotercero derogase la ordenanza n 70695 articulocuarto modificase el art 143 del reglamento de la h camara de diputados al cual estamos adheridos mediante el art 1 de la ordenanza 29688 el quedara redactado de la siguiente forma articulo 143 los bloques tendran personal nombrados y removidos por el presidente del h c deliberante a propuesta de la autoridad de aquellos el que cesara automaticamente al desaparecer el mismo o a cada renovacion legislativa ajustandose a la siguiente escala bloques de 1 y 2 concejales 1 secretario de bloque bloques de 3 y 4 concejales 1 secretario de bloque y 1 auxiliar administrativo bloques de 5 a 7 concejales 1 secretario de bloque y 2 auxiliar administrativo bloques de 8 a 10 concejales 1 secretario de bloque y 3 aux administrativo asimismo se determina que cada concejal podra disponer de un auxiliar categoria 22 y un auxiliar catg 20 la remuneracion del secretario de bloque se fijara en catg 23 y los auxiliares administrativos del bloque en catg 19 la sumatoria total de los basicos fijados por ley podran desdoblarse siempre y cuando no exceda el monto total debasicos acordado por cada bloque y por cada concejal el pago se atendera con la partida personal contratado que se incluye anualmente en el presupuesto es obligatoria la afiliacion del personal de bloque y de los sres concejales al instituto de seguridad social de la provincia el personal antes detallado depende exclusivamente de la autoridad de su respectivo sector el presidente del h c deliberante puede dictar medidas disciplinarias hasta la cesantia por faltas que afecten el orden y decoro del cuerpo o de los sres concejales el personal se regira por las disposiciones de la ley n 5473 y percibira por sus funciones los basicos dispuestos por ley con mas los aumentos que se decretaren y menos los descuentos que correspondan articuloquinto la presente ordenanza tendra vigencia desde el 22 de octubre del año 1995 articulosexto comuniquese copiese y archivese
0711;articuloprimero autorizar al departamento ejecutivo municipal a la contratacion directa de la locacion de un inmueble de la ciudad de yerba buena con destino al funcionamiento de las dependencias administrativas que el mismo determine de conformidad a las normas legales vigentes de aplicacion articulosegundo comuniquese copiese y archivese
0710;articuloprimero aceptase la donacion efectuada por el sr ramon raul moya d n i n 11 116 363 la cual consiste en un escudo artesanal de chapa negra con la inscripcion de escuela municipal petrona c de adami articulosegundo disponese que el escudo antes mencionado sera entregado a la escuela municipal por el h c d para que sea colocado en el frente del establecimiento educacional articulotercero comuniquese copiese y archivese
0718;articuloprimero imponese el nombre de don luis lobo de la vega a la calle que hasta hoy lleva el nombre las lilas ubicada en avda aconquija a la altura del 1800 articulosegundo facultase al departamento ejecutivo para oficializar en el mes de diciembre de 1 995 el articulo primero articulotercero comuniquese copiese y archivese
0712;articuloprimero en la sala de sesiones del honorable concejo deliberante de yerba buena coloquense fotografias debidamente encuadradas de los presidentes del honorable cuerpo legislativo de este municipio desde su conformacion a partir del 101283 indicandose al pie del mismo el periodo de mandato apellido y nombre articulosegundo comuniquese copiese y archivese
0717;articuloprimero modificar los articulos n 7 y n 68 de la ordenanza 43091 los que quedaran redactados de la siguiente manera articulo siete los terminos establecidos en este codigo y ordenanza tributarias especiales se computaran en la forma establecida por elles administrativos los plazos codigo civil en los terminos expresados en el dia se computaran solamente los dias habiles administrativos a los fines de calcular los intereses establecidos por este codigo y ordenanzas tributarias especiales las fracciones de dias se computaran por dias cuando la fecha de vencimiento fijada por las ordenanzas decretos del departamento ejecutivo o resoluciones de la autoridad de aplicacion para el cumplimiento de las obligaciones tributarias coinciden con los dias inhabiles administrativos los plazos establecidos se extenderan hasta el primer dia habil inmediato siguiente articulo setenta y ocho la falta de pago de los tributos y sus adicionales en los terminos establecidos en este codigo u ordenanzas tributarias especiales hace surgir sin necesidad de interpelacion alguna y con la prescindencia de toda imputabilidad o culpa la obligacion de abonar juntamente con aquellos un recargo de un decimo por ciento 0 1 diario en concepto de intereses resarcitorios que se calcularan sobre el monto de los tributos adeudados y sus adicionales mas la actualizacion prevista en este codigo los intereses se computaran desde la fecha en que se debio efectuarse el pago hasta la fecha en que el mismo se haga efectivo se obtenga su cobro judicial o se concedan facilidades de pago articulosegundo comuniquese copiese y archivese
